101,0.20:29,0.21:01,CiGL,Pomona
120,0.04:15,0.04:35,Pomona,Pomona
120,0.04:35,0.05:25,Pomona,EMS
120,0.06:06,0.06:10,PHM,PHMLO
120,0.06:24,0.06:25,PHMLO,PHM
120,0.07:05,0.07:09,TeSC,VaLO
120,0.07:20,0.07:22,VaLO,TeSC
120,0.08:26,0.08:28,EMS,EMSLO
120,0.08:34,0.08:36,EMSLO,EMS
120,0.09:37,0.09:52,TeSC,Pomona
132,0.14:00,0.14:20,Pomona,Pomona
132,0.14:20,0.14:30,Pomona,PTC
132,0.15:54,0.15:58,PHM,PHMLO
132,0.16:12,0.16:13,PHMLO,PHM
132,0.16:59,0.17:01,EMS,EMSLO
132,0.17:14,0.17:16,EMSLO,EMS
132,0.18:23,0.18:38,TeSC,Pomona
121,0.04:20,0.04:40,Pomona,Pomona
121,0.04:40,0.05:35,Pomona,BeLH
121,0.06:14,0.06:18,PHM,PHMLO
121,0.06:39,0.06:40,PHMLO,PHM
121,0.07:50,0.07:52,PTC,PTCLO
121,0.07:58,0.08:00,PTCLO,PTC
121,0.09:52,0.10:02,PTC,Pomona
98,0.11:50,0.12:10,Pomona,Pomona
98,0.12:10,0.13:00,Pomona,EMS
98,0.14:04,0.14:08,TeSC,VaLO
98,0.14:13,0.14:15,VaLO,TeSC
98,0.15:20,0.15:22,EMS,EMSLO
98,0.15:40,0.15:42,EMSLO,EMS
98,0.17:09,0.17:15,CiGL,CiCLO
98,0.17:56,0.18:15,CiCLO,TeSC
98,0.19:20,0.19:22,EMS,EMSLO
98,0.19:28,0.19:30,EMSLO,EMS
98,0.20:31,0.20:46,TeSC,Pomona
60,0.04:20,0.04:40,Pomona,Pomona
60,0.04:40,0.05:30,Pomona,EMS
60,0.07:03,0.07:05,MTC,MTCLO
60,0.07:16,0.07:18,MTCLO,MTC
60,0.08:52,0.09:37,9thHo,VaLO
60,0.10:13,0.10:15,VaLO,TeSC
60,0.11:18,0.11:20,EMS,EMSLO
60,0.11:38,0.11:40,EMSLO,EMS
60,0.13:22,0.13:24,MTC,MTCLO
60,0.13:24,0.13:33,MTCLO,MTCLO
133,0.13:33,0.13:35,MTCLO,MTC
133,0.15:11,0.15:13,EMS,EMSLO
133,0.15:28,0.15:30,EMSLO,EMS
133,0.17:16,0.17:31,MTC,Pomona
11,0.04:21,0.04:41,Pomona,Pomona
11,0.04:41,0.05:11,Pomona,SDPR
11,0.06:07,0.06:42,9thHo,EMSLO
11,0.06:55,0.06:57,EMSLO,EMS
11,0.08:02,0.08:06,TeSC,VaLO
11,0.08:43,0.08:45,VaLO,TeSC
11,0.09:48,0.09:50,EMS,EMSLO
11,0.09:58,0.10:00,EMSLO,EMS
11,0.11:41,0.11:43,MTC,MTCLO
96,0.11:43,0.11:45,MTCLO,MTC
96,0.13:40,0.13:42,EMS,EMSLO
96,0.14:13,0.14:35,EMSLO,Fi9t
96,0.16:02,0.16:04,MTC,MTCLO
96,0.17:03,0.17:05,MTCLO,MTC
96,0.18:48,0.18:50,EMS,EMSLO
96,0.18:58,0.19:00,EMSLO,EMS
96,0.20:36,0.20:51,MTC,Pomona
72,0.04:25,0.04:45,Pomona,Pomona
72,0.04:45,0.05:35,Pomona,EMS
72,0.06:34,0.06:38,TeSC,VaLO
72,0.06:56,0.06:58,VaLO,TeSC
72,0.08:01,0.08:03,EMS,EMSLO
72,0.08:28,0.08:30,EMSLO,EMS
72,0.09:54,0.10:00,CiGL,CiCLO
72,0.10:40,0.11:00,CiCLO,PTC
72,0.12:22,0.12:26,PHM,PHMLO
72,0.12:44,0.12:45,PHMLO,PHM
72,0.13:54,0.13:56,PTC,PTCLO
138,0.13:56,0.14:56,PTCLO,Fi9t
138,0.16:17,0.16:35,IMPR,PHM
138,0.18:23,0.19:03,PHM,Pomona
13,0.04:25,0.04:45,Pomona,Pomona
13,0.04:45,0.05:00,Pomona,MTC
13,0.06:17,0.06:54,9thHo,PHMLO
13,0.07:43,0.07:44,PHMLO,PHM
13,0.08:27,0.08:29,EMS,EMSLO
13,0.08:38,0.08:40,EMSLO,EMS
13,0.09:26,0.09:30,PHM,PHMLO
13,0.09:42,0.09:43,PHMLO,PHM
13,0.10:23,0.10:25,EMS,EMSLO
13,0.10:43,0.10:45,EMSLO,EMS
13,0.11:46,0.12:01,TeSC,Pomona
105,0.12:35,0.12:55,Pomona,Pomona
105,0.12:55,0.13:30,Pomona,CiGL
105,0.14:55,0.14:57,EMS,EMSLO
105,0.15:10,0.15:12,EMSLO,EMS
105,0.16:39,0.16:45,CiGL,CiCLO
105,0.17:24,0.17:32,CiCLO,CiGL
105,0.18:57,0.18:59,EMS,EMSLO
105,0.19:08,0.19:10,EMSLO,EMS
105,0.19:57,0.20:01,PHM,PHMLO
105,0.20:19,0.20:20,PHMLO,PHM
105,0.20:58,0.21:00,EMS,EMSLO
105,0.21:08,0.21:10,EMSLO,EMS
105,0.21:52,0.22:32,PHM,Pomona
73,0.04:25,0.04:45,Pomona,Pomona
73,0.04:45,0.05:00,Pomona,TeSC
73,0.05:55,0.05:57,EMS,EMSLO
73,0.06:08,0.06:10,EMSLO,EMS
73,0.07:10,0.07:30,TeSC,MTCLO
73,0.07:44,0.07:46,MTCLO,MTC
73,0.09:18,0.09:41,EMS,RiVa
73,0.11:13,0.11:15,PTC,PTCLO
73,0.11:28,0.11:30,PTCLO,PTC
73,0.13:29,0.13:39,PTC,Pomona
120,0.14:05,0.14:25,Pomona,Pomona
120,0.14:25,0.14:35,Pomona,PTC
120,0.16:15,0.16:17,PTC,PTCLO
120,0.16:27,0.16:29,PTCLO,PTC
120,0.17:24,0.17:39,MTC,Pomona
74,0.04:26,0.04:46,Pomona,Pomona
74,0.04:46,0.05:16,Pomona,IMPR
74,0.06:12,0.06:52,9thHo,CiCLO
